# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	14800	15810	-							HMPREF1871_00596	1011		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	14800	15810	-	KXB58208.1			hypothetical protein			HMPREF1871_00596	1011	336	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	15812	17257	-							HMPREF1871_00597	1446		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	15812	17257	-	KXB58209.1			hypothetical protein			HMPREF1871_00597	1446	481	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	17251	18372	-							HMPREF1871_00598	1122		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	17251	18372	-	KXB58210.1			glycosyltransferase, group 1 family protein			HMPREF1871_00598	1122	373	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	18400	19605	-							HMPREF1871_00599	1206		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	18400	19605	-	KXB58211.1			DegT/DnrJ/EryC1/StrS aminotransferase family protein			HMPREF1871_00599	1206	401	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	19814	20506	-							HMPREF1871_00600	693		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	19814	20506	-	KXB58212.1			bacterial sugar transferase			HMPREF1871_00600	693	230	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	20646	21190	-							HMPREF1871_00601	545		partial
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959873.1	20646	21190	-	KXB58213.1			mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase			HMPREF1871_00601	545	180	partial
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	275	871	+							HMPREF1871_00602	597		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	275	871	+	KXB58092.1			transcriptional regulator, TetR family			HMPREF1871_00602	597	198	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	886	3369	+							HMPREF1871_00603	2484		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	886	3369	+	KXB58093.1			putative pyruvate, water dikinase			HMPREF1871_00603	2484	827	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	3371	4750	+							HMPREF1871_00604	1380		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	3371	4750	+	KXB58094.1			MATE efflux family protein			HMPREF1871_00604	1380	459	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	4871	5005	-							HMPREF1871_00605	135		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	4871	5005	-	KXB58095.1			hypothetical protein			HMPREF1871_00605	135	44	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	5363	6301	+							HMPREF1871_00606	939		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	5363	6301	+	KXB58096.1			hypothetical protein			HMPREF1871_00606	939	312	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	6439	6918	+							HMPREF1871_00607	480		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	6439	6918	+	KXB58097.1			hypothetical protein			HMPREF1871_00607	480	159	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	7125	7355	+							HMPREF1871_00608	231		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	7125	7355	+	KXB58098.1			hypothetical protein			HMPREF1871_00608	231	76	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	7568	8188	+							HMPREF1871_00609	621		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	7568	8188	+	KXB58099.1			methyltransferase domain protein			HMPREF1871_00609	621	206	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8251	8463	+							HMPREF1871_00610	213		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8251	8463	+	KXB58100.1			hypothetical protein			HMPREF1871_00610	213	70	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8588	8734	+							HMPREF1871_00611	147		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8588	8734	+	KXB58101.1			hypothetical protein			HMPREF1871_00611	147	48	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8728	9864	+							HMPREF1871_00612	1137		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	8728	9864	+	KXB58102.1			hypothetical protein			HMPREF1871_00612	1137	378	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	9991	10782	+							HMPREF1871_00613	792		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	9991	10782	+	KXB58103.1			hypothetical protein			HMPREF1871_00613	792	263	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	10925	11206	+							HMPREF1871_00614	282		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	10925	11206	+	KXB58104.1			toxin-antitoxin system, antitoxin component, HicB family			HMPREF1871_00614	282	93	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11338	11457	+							HMPREF1871_00615	120		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11338	11457	+	KXB58105.1			hypothetical protein			HMPREF1871_00615	120	39	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11525	11719	+							HMPREF1871_00616	195		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11525	11719	+	KXB58106.1			hypothetical protein			HMPREF1871_00616	195	64	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11806	12129	+							HMPREF1871_00617	324		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	11806	12129	+	KXB58107.1			hypothetical protein			HMPREF1871_00617	324	107	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	12126	12332	+							HMPREF1871_00618	207		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	12126	12332	+	KXB58108.1			bombesin-like protein			HMPREF1871_00618	207	68	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	12754	13899	+							HMPREF1871_00619	1146		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	12754	13899	+	KXB58109.1			transporter, major facilitator family protein			HMPREF1871_00619	1146	381	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	14686	15711	+							HMPREF1871_00620	1026		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	14686	15711	+	KXB58110.1			BAAT/acyl-CoA thioester hydrolase protein			HMPREF1871_00620	1026	341	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	15828	15971	-							HMPREF1871_00621	144		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	15828	15971	-	KXB58111.1			hypothetical protein			HMPREF1871_00621	144	47	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	15964	16119	-							HMPREF1871_00622	156		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	15964	16119	-	KXB58112.1			hypothetical protein			HMPREF1871_00622	156	51	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	16437	17108	+							HMPREF1871_00623	672		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	16437	17108	+	KXB58113.1			hypothetical protein			HMPREF1871_00623	672	223	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	17694	18581	+							HMPREF1871_00624	888		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	17694	18581	+	KXB58114.1			hypothetical protein			HMPREF1871_00624	888	295	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	18944	19105	+							HMPREF1871_00625	162		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	18944	19105	+	KXB58115.1			hypothetical protein			HMPREF1871_00625	162	53	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	19479	20255	+							HMPREF1871_00626	777		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	19479	20255	+	KXB58116.1			integral membrane protein, YkoY family			HMPREF1871_00626	777	258	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	20515	20946	+							HMPREF1871_00627	432		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	20515	20946	+	KXB58117.1			protein MraZ			HMPREF1871_00627	432	143	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	20958	21890	+							HMPREF1871_00628	933		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	20958	21890	+	KXB58118.1			S-adenosyl-methyltransferase MraW			HMPREF1871_00628	933	310	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	21903	22229	+							HMPREF1871_00629	327		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	21903	22229	+	KXB58119.1			putative cell division protein FtsL			HMPREF1871_00629	327	108	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	22230	23709	+							HMPREF1871_00630	1480		partial
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	22230	23709	+	KXB58120.1			penicillin-binding protein dimerization domain protein			HMPREF1871_00630	1480	493	partial
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	23810	24546	+							HMPREF1871_00631	737		partial
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	23810	24546	+	KXB58084.1			PASTA domain protein			HMPREF1871_00631	737	244	partial
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	24556	25530	+							HMPREF1871_00632	975		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	24556	25530	+	KXB58085.1			phospho-N-acetylmuramoyl-pentapeptide-transferase			HMPREF1871_00632	975	324	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	25530	26897	+							HMPREF1871_00633	1368		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	25530	26897	+	KXB58086.1			UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase			HMPREF1871_00633	1368	455	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	26899	27699	+							HMPREF1871_00634	801		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	26899	27699	+	KXB58087.1			POTRA domain protein, FtsQ-type			HMPREF1871_00634	801	266	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	27967	29313	+							HMPREF1871_00635	1347		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	27967	29313	+	KXB58088.1			cell division protein FtsA			HMPREF1871_00635	1347	448	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	29297	30424	+							HMPREF1871_00636	1128		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	29297	30424	+	KXB58089.1			cell division protein FtsZ			HMPREF1871_00636	1128	375	
gene	tmRNA	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	30520	30869	+							HMPREF1871_00637	350		
tmRNA		GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	30520	30869	+							HMPREF1871_00637	350		
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	31547	32104	+							HMPREF1871_00638	558		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	31547	32104	+	KXB57972.1			DNA-binding helix-turn-helix protein			HMPREF1871_00638	558	185	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	32133	33236	+							HMPREF1871_00639	1104		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	32133	33236	+	KXB57973.1			spermidine/putrescine ABC transporter, ATP-binding protein PotA family protein			HMPREF1871_00639	1104	367	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	33229	34038	+							HMPREF1871_00640	810		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	33229	34038	+	KXB57974.1			ABC transporter, permease protein			HMPREF1871_00640	810	269	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	34038	34841	+							HMPREF1871_00641	804		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	34038	34841	+	KXB57975.1			ABC transporter, permease protein			HMPREF1871_00641	804	267	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	34842	35924	+							HMPREF1871_00642	1083		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	34842	35924	+	KXB57976.1			putrescine ABC transporter, periplasmic spermidine			HMPREF1871_00642	1083	360	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36206	36388	+							HMPREF1871_00643	183		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36206	36388	+	KXB57977.1			hypothetical protein			HMPREF1871_00643	183	60	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36426	36617	+							HMPREF1871_00644	192		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36426	36617	+	KXB57978.1			hypothetical protein			HMPREF1871_00644	192	63	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36665	36877	-							HMPREF1871_00645	213		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	36665	36877	-	KXB57979.1			hypothetical protein			HMPREF1871_00645	213	70	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	37007	37129	-							HMPREF1871_00646	123		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	37007	37129	-	KXB57980.1			hypothetical protein			HMPREF1871_00646	123	40	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	37501	38700	+							HMPREF1871_00647	1200		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	37501	38700	+	KXB57981.1			hypothetical protein			HMPREF1871_00647	1200	399	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	38715	39578	+							HMPREF1871_00648	864		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	38715	39578	+	KXB57982.1			putative membrane protein			HMPREF1871_00648	864	287	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	39585	40526	+							HMPREF1871_00649	942		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	39585	40526	+	KXB57983.1			hypothetical protein			HMPREF1871_00649	942	313	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	40598	41329	+							HMPREF1871_00650	732		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	40598	41329	+	KXB57984.1			metallo-beta-lactamase domain protein			HMPREF1871_00650	732	243	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	41332	41967	+							HMPREF1871_00651	636		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	41332	41967	+	KXB57985.1			nodulation efficiency protein D			HMPREF1871_00651	636	211	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	41979	42971	+							HMPREF1871_00652	993		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	41979	42971	+	KXB57986.1			hypothetical protein			HMPREF1871_00652	993	330	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	42999	43322	+							HMPREF1871_00653	324		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	42999	43322	+	KXB57987.1			hypothetical protein			HMPREF1871_00653	324	107	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	43640	44947	+							HMPREF1871_00654	1308		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	43640	44947	+	KXB57988.1			putative pyrimidine-nucleoside phosphorylase			HMPREF1871_00654	1308	435	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	44956	45594	+							HMPREF1871_00655	639		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	44956	45594	+	KXB57989.1			deoxyribose-phosphate aldolase			HMPREF1871_00655	639	212	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	45794	47977	+							HMPREF1871_00656	2184		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	45794	47977	+	KXB57990.1			GTP diphosphokinase			HMPREF1871_00656	2184	727	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	47984	48433	+							HMPREF1871_00657	450		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	47984	48433	+	KXB57991.1			D-tyrosyl-tRNA(Tyr) deacylase			HMPREF1871_00657	450	149	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	48443	49858	+							HMPREF1871_00658	1416		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	48443	49858	+	KXB57992.1			hypothetical protein			HMPREF1871_00658	1416	471	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	49862	49981	+							HMPREF1871_00659	120		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	49862	49981	+	KXB57993.1			hypothetical protein			HMPREF1871_00659	120	39	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50008	50319	+							HMPREF1871_00660	312		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50008	50319	+	KXB57994.1			ribosomal protein L21			HMPREF1871_00660	312	103	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50321	50650	+							HMPREF1871_00661	330		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50321	50650	+	KXB57995.1			hypothetical protein			HMPREF1871_00661	330	109	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50650	50937	+							HMPREF1871_00662	288		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50650	50937	+	KXB57996.1			ribosomal protein L27			HMPREF1871_00662	288	95	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50969	51967	-							HMPREF1871_00663	999		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	50969	51967	-	KXB57997.1			hypothetical protein			HMPREF1871_00663	999	332	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	51992	53317	-							HMPREF1871_00664	1326		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	51992	53317	-	KXB57998.1			hypothetical protein			HMPREF1871_00664	1326	441	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	53589	54422	+							HMPREF1871_00665	834		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	53589	54422	+	KXB57999.1			pur operon repressor PurR			HMPREF1871_00665	834	277	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	54422	55813	+							HMPREF1871_00666	1392		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	54422	55813	+	KXB58000.1			UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase			HMPREF1871_00666	1392	463	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	55912	57219	+							HMPREF1871_00667	1308		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	55912	57219	+	KXB58001.1			DRTGG domain protein			HMPREF1871_00667	1308	435	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	57240	58223	+							HMPREF1871_00668	984		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	57240	58223	+	KXB58002.1			DHHA1 domain protein			HMPREF1871_00668	984	327	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	58272	61940	+							HMPREF1871_00669	3669		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	58272	61940	+	KXB58003.1			hypothetical protein			HMPREF1871_00669	3669	1222	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	62006	62896	+							HMPREF1871_00670	891		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	62006	62896	+	KXB58004.1			membrane protein insertase, YidC/Oxa1 family			HMPREF1871_00670	891	296	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	63132	63878	+							HMPREF1871_00671	747		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	63132	63878	+	KXB58005.1			RNA methyltransferase, RsmE family			HMPREF1871_00671	747	248	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	63905	64207	+							HMPREF1871_00672	303		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	63905	64207	+	KXB58006.1			putative cell cycle protein GpsB			HMPREF1871_00672	303	100	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	64219	65391	+							HMPREF1871_00673	1173		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	64219	65391	+	KXB58007.1			phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase			HMPREF1871_00673	1173	390	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	65400	67754	+							HMPREF1871_00674	2355		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	65400	67754	+	KXB58008.1			primosomal protein			HMPREF1871_00674	2355	784	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	67874	68122	+							HMPREF1871_00675	249		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	67874	68122	+	KXB58009.1			ribosomal protein L31			HMPREF1871_00675	249	82	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	68182	68763	+							HMPREF1871_00676	582		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	68182	68763	+	KXB58010.1			thymidine kinase			HMPREF1871_00676	582	193	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	68772	69860	+							HMPREF1871_00677	1089		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	68772	69860	+	KXB58011.1			peptide chain release factor 1			HMPREF1871_00677	1089	362	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	69860	70702	+							HMPREF1871_00678	843		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	69860	70702	+	KXB58012.1			protein-(glutamine-N5) methyltransferase			HMPREF1871_00678	843	280	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	70880	72124	-							HMPREF1871_00679	1245		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	70880	72124	-	KXB58013.1			ATPase, AAA family			HMPREF1871_00679	1245	414	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	72267	74021	+							HMPREF1871_00680	1755		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	72267	74021	+	KXB58014.1			2-oxoacid:acceptor oxidoreductase, alpha subunit			HMPREF1871_00680	1755	584	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	74021	74890	+							HMPREF1871_00681	870		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	74021	74890	+	KXB58015.1			2-oxoacid:acceptor oxidoreductase, beta subunit, pyruvate/2-ketoisovalerate family			HMPREF1871_00681	870	289	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	74899	75183	+							HMPREF1871_00682	285		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	74899	75183	+	KXB58016.1			hypothetical protein			HMPREF1871_00682	285	94	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	75218	76360	-							HMPREF1871_00683	1143		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	75218	76360	-	KXB58017.1			cell cycle protein, FtsW/RodA/SpoVE family			HMPREF1871_00683	1143	380	
gene	protein_coding	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	76621	79107	+							HMPREF1871_00684	2487		
CDS	with_protein	GCA_001553005.1	Primary Assembly	unplaced scaffold		KQ959874.1	76621	79107	+	KXB58018.1			DNA mismatch repair protein MutS			HMPREF1871_00684	2487	828	
